StationCode,STREAM_NAME,Reference/Non-Reference,SAMPLEDATE,REPLICATE,COUNTY,LATITUDE,LONGITUDE,URL,Regional_Board,CSCI
634001CLD,Cold Creek,,2019,1,El Dorado,38.89213923,-119.9018906,,Lahontan,1.20937534
634001GNL,General Creek,,2019,1,El Dorado,39.05301279,-120.1155272,,Lahontan,1.282410929
634001HVL,Heavenly Valley Creek,,2019,1,El Dorado,38.9208917,-119.9703888,,Lahontan,0.565937717
634001LKF,Lake Forest Creek,,2019,1,Placer,39.18346983,-120.1193736,,Lahontan,0.327012221
634001MEI,Upper Truckee River,,2019,1,El Dorado,38.73337433,-120.0054785,,Lahontan,0.877764463
634001SAX,Saxon Creek,,2019,1,El Dorado,38.88091321,-119.9824465,,Lahontan,1.038985727
634001TAY,Taylor Creek,,2019,1,El Dorado,38.93462498,-120.0567743,,Lahontan,0.68066119
634001TRT,Trout Creek,,2019,1,El Dorado,38.89999947,-119.9678686,,Lahontan,1.11825739
634002SAX,Saxon Creek,,2019,1,El Dorado,38.87583315,-119.9839702,,Lahontan,1.178187752
634002TRT,Trout Creek,,2019,1,El Dorado,38.89404055,-119.9679338,,Lahontan,1.142959739
634BLW001,Blackwood Creek,,2019,1,Placer,39.1074114,-120.1622238,,Lahontan,0.934645057
634MCK001,McKinney Creek,,2016,1,Placer,39.07195,-120.141336,,Lahontan,1.18670054
634MCK001,McKinney Creek,,2020,1,Placer,39.071666,-120.141194,,Lahontan,1.306365648
634OFSSAX,Saxon Creek,,2013,1,El Dorado,38.87059,-119.98144,,Lahontan,1.034674469
634OFSSAX,Saxon Creek,,2014,1,El Dorado,38.87059,-119.98144,,Lahontan,1.159507167
634OFSSAX,Saxon Creek,,2016,1,El Dorado,38.87059,-119.98144,,Lahontan,1.174430479
634REFBMW,Big Meadow Creek,,2010,1,El Dorado,38.77957,-119.99815,,Lahontan,1.03685
634REFBMW,Big Meadow Creek,,2011,1,El Dorado,38.77957,-119.99815,,Lahontan,1.00643
634REFBMW,Big Meadow Creek,,2012,1,El Dorado,38.77957,-119.99815,,Lahontan,0.970988
634REFBMW,Big Meadow Creek,,2013,1,El Dorado,38.77957,-119.99815,,Lahontan,1.11396
634REFBMW,Big Meadow Creek,,2014,1,El Dorado,38.77957,-119.99815,,Lahontan,0.930692
634REFBMW,Big Meadow Creek,,2015,1,El Dorado,38.77957,-119.99815,,Lahontan,1.030706839
634REFBMW,Big Meadow Creek,,2017,1,El Dorado,38.77962,-119.99809,,Lahontan,1.109757678
634REFGBK,Glenbrook Creek,,2009,1,Douglas,39.07462,-119.89968,,Lahontan,1.02633
634REFGBK,Glenbrook Creek,,2010,1,Douglas,39.07462,-119.89968,,Lahontan,0.996487
634REFGBK,Glenbrook Creek,,2011,1,Douglas,39.07462,-119.89968,,Lahontan,0.96353
634REFGBK,Glenbrook Creek,,2012,1,Douglas,39.07462,-119.89968,,Lahontan,1.01549
634REFGBK,Glenbrook Creek,,2013,1,Douglas,39.07462,-119.89968,,Lahontan,1.01288
634REFGBK,Glenbrook Creek,,2014,1,Douglas,39.07462,-119.89968,,Lahontan,0.964782
634REFGBK,Glenbrook Creek,,2015,1,Douglas,39.07462,-119.89968,,Lahontan,0.971445367
634REFGNL,General Creek,,2010,1,El Dorado,39.02985,-120.16074,,Lahontan,0.866528
634REFGNL,General Creek,,2011,1,El Dorado,39.02985,-120.16074,,Lahontan,0.951563
634REFGNL,General Creek,,2013,1,El Dorado,39.02985,-120.16074,,Lahontan,0.700151
634REFGNL,General Creek,,2015,1,El Dorado,39.02985,-120.16074,,Lahontan,1.084614828
634REFGNL,General Creek,,2018,1,El Dorado,39.02991629,-120.1603364,,Lahontan,1.026565199
634REFMKS,Meeks Creek,,2009,1,El Dorado,39.00563,-120.16491,,Lahontan,1.15382
634REFMKS,Meeks Creek,,2010,1,El Dorado,39.00563,-120.16491,,Lahontan,0.984378
634REFMKS,Meeks Creek,,2011,1,El Dorado,39.00563,-120.16491,,Lahontan,0.9413
634REFMKS,Meeks Creek,,2012,1,El Dorado,39.00563,-120.16491,,Lahontan,1.07343
634REFMKS,Meeks Creek,,2013,1,El Dorado,39.00563,-120.16491,,Lahontan,1.10808
634REFMKS,Meeks Creek,,2014,1,El Dorado,39.00563,-120.16491,,Lahontan,1.08993
634REFMKS,Meeks Creek,,2015,1,El Dorado,39.00563,-120.16491,,Lahontan,1.125570129
634REFMKS,Meeks Creek,,2018,1,El Dorado,39.00563,-120.16491,,Lahontan,1.088093422
634REFNLH,North Logan House Creek,,2009,1,Douglas,39.07317,-119.92006,,Lahontan,0.979771
634REFNLH,North Logan House Creek,,2010,1,Douglas,39.07317,-119.92006,,Lahontan,0.976932
634REFNLH,North Logan House Creek,,2011,1,Douglas,39.07317,-119.92006,,Lahontan,1.1333
634REFNLH,North Logan House Creek,,2012,1,Douglas,39.07317,-119.92006,,Lahontan,1.1699
634REFNLH,North Logan House Creek,,2013,1,Douglas,39.07317,-119.92006,,Lahontan,1.05917
634REFNLH,North Logan House Creek,,2014,1,Douglas,39.07317,-119.92006,,Lahontan,1.00955
634REFNLH,North Logan House Creek,,2015,1,Douglas,39.07317,-119.92006,,Lahontan,0.794007529
634REFNLH,North Logan House Creek,,2018,1,Douglas,39.073155,-119.920091,,Lahontan,1.031134559
634REFSAX,Saxon Creek,,2010,1,El Dorado,38.85685,-119.98626,,Lahontan,0.985508
634REFSAX,Saxon Creek,,2011,1,El Dorado,38.85685,-119.98626,,Lahontan,1.19073
634REFSAX,Saxon Creek,,2012,1,El Dorado,38.85685,-119.98626,,Lahontan,0.722595
634REFSAX,Saxon Creek,,2013,1,El Dorado,38.85685,-119.98626,,Lahontan,0.891792
634REFSAX,Saxon Creek,,2014,1,El Dorado,38.85685,-119.98626,,Lahontan,0.897184
634REFSAX,Saxon Creek,,2015,1,El Dorado,38.85685,-119.98626,,Lahontan,0.963339918
634REFSAX,Saxon Creek,,2017,1,El Dorado,38.85693,-119.98616,,Lahontan,1.145070792
634REFTRT,Trout Creek,,2010,1,El Dorado,38.85402,-119.93938,,Lahontan,1.10784
634REFTRT,Trout Creek,,2011,1,El Dorado,38.85402,-119.93938,,Lahontan,1.11735
634REFTRT,Trout Creek,,2012,1,El Dorado,38.85402,-119.93938,,Lahontan,1.13746
634REFTRT,Trout Creek,,2013,1,El Dorado,38.85402,-119.93938,,Lahontan,0.988306
634REFTRT,Trout Creek,,2014,1,El Dorado,38.85402,-119.93938,,Lahontan,1.20159
634REFTRT,Trout Creek,,2015,1,El Dorado,38.85402,-119.93938,,Lahontan,1.121723548
634REFTRT,Trout Creek,,2016,1,El Dorado,38.85402,-119.93938,,Lahontan,1.129219412
634REFTRT,Trout Creek,,2020,1,El Dorado,38.85484,-119.940062,,Lahontan,1.055044972
634REFUTR,Upper Truckee River,,2010,1,El Dorado,38.77868,-120.02816,,Lahontan,1.04973
634REFUTR,Upper Truckee River,,2011,1,El Dorado,38.77868,-120.02816,,Lahontan,1.21847
634REFUTR,Upper Truckee River,,2012,1,El Dorado,38.77868,-120.02816,,Lahontan,0.947072
634REFUTR,Upper Truckee River,,2013,1,El Dorado,38.77868,-120.02816,,Lahontan,1.20511
634REFUTR,Upper Truckee River,,2014,1,El Dorado,38.77868,-120.02816,,Lahontan,1.12946
634REFUTR,Upper Truckee River,,2015,1,El Dorado,38.77868,-120.02816,,Lahontan,1.223839015
634REFUTR,Upper Truckee River,,2019,1,El Dorado,38.77875245,-120.0282737,,Lahontan,1.047005307
634S09010,Edgewood Creek tributary,,2009,1,Douglas,38.961442,-119.92163,,Lahontan,0.788262
634S09012,Third Creek,,2009,1,Washoe,39.288534,-119.934252,,Lahontan,0.790302
634S09013,Upper Truckee River,,2009,1,El Dorado,38.881427,-119.99828,,Lahontan,0.842182
634S09016,Incline Creek,,2009,1,Washoe,39.249417,-119.933353,,Lahontan,0.941393
634S09017,Upper Truckee River,,2009,1,El Dorado,38.753294,-120.028039,,Lahontan,0.808493
634S09018,Grass Lake Creek,,2009,1,El Dorado,38.796565,-119.983644,,Lahontan,1.16799
634S09049,Upper Truckee River,,2009,1,El Dorado,38.780184,-120.028495,,Lahontan,0.858183
634S09053,Upper Truckee River,,2009,1,El Dorado,38.807434,-120.017093,,Lahontan,0.885576
634S09054,Cold Creek,,2009,1,El Dorado,38.898916,-119.90473,,Lahontan,0.886861
634S09056,Incline Creek,,2009,1,Washoe,39.282843,-119.921032,,Lahontan,1.10649
634S09058,Cold Creek,,2009,1,El Dorado,38.898493,-119.92051,,Lahontan,1.12861
634S09060,Third Creek tributary,,2009,1,Washoe,39.263879,-119.938306,,Lahontan,1.06798
634S10076,Deer Creek,,2010,1,Washoe,39.27825,-119.94041,,Lahontan,1.10365
634S10080,Incline Creek,,2010,1,Washoe,39.24508,-119.93926,,Lahontan,0.934217
634S10090,Cold Creek,,2010,1,El Dorado,38.90839,-119.95952,,Lahontan,1.02558
634S10092,Wood Creek,,2010,1,Washoe,39.26905,-119.96555,,Lahontan,1.10163
634S10100,North Logan House Creek,,2010,1,Douglas,39.06861,-119.94049,,Lahontan,0.981457
634S10104,Griff Creek,,2010,1,Placer,39.23933,-120.03056,,Lahontan,1.07382
634S10104,Griff Creek,,2018,1,Placer,39.2392254,-120.030543,,Lahontan,1.05083758
634S10110,Cascade Creek,,2010,1,El Dorado,38.92185,-120.11511,,Lahontan,0.851181
634S10111,Slaughterhouse Creek,,2010,1,Douglas,39.1241,-119.91155,,Lahontan,0.759207
634S10113,Upper Truckee River,,2010,1,El Dorado,38.71706,-120.00614,,Lahontan,0.922549
634S10114,Upper Truckee River,,2010,1,El Dorado,38.92136,-119.98731,,Lahontan,0.634803
634S10114,Upper Truckee River,,2018,1,El Dorado,38.919006,-119.98816,,Lahontan,0.800596846
634S10117,Upper Truckee River,,2010,1,El Dorado,38.820091,-120.019111,,Lahontan,1.046
634S10133,Echo Creek,,2010,1,El Dorado,38.84208,-120.03818,,Lahontan,1.14111
634S10139,Lonely Gulch Creek,,2010,1,El Dorado,39.01561,-120.12305,,Lahontan,1.02466
634S10152,Second Creek,,2010,1,Washoe,39.25549,-119.97428,,Lahontan,0.994087
634S10161,Upper Truckee River tributary,,2010,1,El Dorado,38.78544,-120.01805,,Lahontan,1.18476
634S10165,Upper Truckee River,,2010,1,El Dorado,38.80266,-120.01665,,Lahontan,0.896654
634S11015,Ward Creek,,2011,1,Placer,39.13681,-120.21912,,Lahontan,0.724859
634S11079,Ward Creek,,2011,1,Placer,39.13837,-120.1841,,Lahontan,1.26892
634S11083,Watson Creek,,2011,1,Placer,39.22693,-120.11125,,Lahontan,1.18393
634S11156,Rosewood Creek,,2011,1,Washoe,39.26001,-119.95227,,Lahontan,0.837347
634S11159,Marlette Creek tributary,,2011,1,Washoe,39.16543,-119.92171,,Lahontan,1.03391
634S11160,Third Creek,,2011,1,Washoe,39.24567,-119.94453,,Lahontan,1.10889
634S11160,Third Creek,,2016,1,Washoe,39.24567,-119.94453,,Lahontan,0.996157261
634S11162,Upper Truckee River,,2011,1,El Dorado,38.92487,-119.99481,,Lahontan,0.731105
634S11162,Upper Truckee River,,2017,1,El Dorado,38.92487,-119.99481,,Lahontan,0.844230743
634S11164,Logan House Creek tributary,,2011,1,Douglas,39.0677,-119.93151,,Lahontan,0.314379
634S11167,General Creek tributary,,2011,1,El Dorado,39.02124,-120.19756,,Lahontan,0.931949
634S11168,Second Creek,,2011,1,Washoe,39.25338,-119.97615,,Lahontan,0.771645
634S11172,Third Creek,,2011,1,Washoe,39.26132,-119.94315,,Lahontan,1.13726
634S11173,Trout Creek,,2011,1,El Dorado,38.86091,-119.95755,,Lahontan,1.12611
634S11177,Upper Truckee River,,2011,1,El Dorado,38.7233,-120.01714,,Lahontan,0.896276
634S11186,Cold Creek tributary,,2011,1,El Dorado,38.89512,-119.93958,,Lahontan,0.860109
634S11189,Saxon Creek tributary,,2011,1,El Dorado,38.82735,-119.97849,,Lahontan,0.955043
634S11190,Meeks Creek,,2011,1,El Dorado,38.98409,-120.14331,,Lahontan,0.858026
634S12174,Eagle Creek,,2012,1,El Dorado,38.94787,-120.12016,,Lahontan,0.973139
634S12176,Third Creek,,2012,1,Washoe,39.23893,-119.94627,,Lahontan,0.733699
634S12194,Grass Lake Creek tributary,,2012,1,El Dorado,38.79358,-119.95495,,Lahontan,0.829166
634S12195,Susie Lake Creek,,2012,1,El Dorado,38.89371,-120.14493,,Lahontan,0.794626
634S12197,Upper Truckee River,,2012,1,El Dorado,38.84436,-120.02442,,Lahontan,0.942302
634S12198,Tallac Creek,,2012,1,El Dorado,38.94049,-120.07218,,Lahontan,0.2821
634S12199,Blackwood Creek,,2012,1,Placer,39.08777,-120.2134,,Lahontan,1.02512
634S12201,Angora Creek,,2012,1,El Dorado,38.86802,-120.06187,,Lahontan,0.527576
634S12203,Lonely Gulch Creek,,2012,1,El Dorado,39.01224,-120.1246,,Lahontan,1.09589
634S12204,Deer Creek,,2012,1,Washoe,39.26929,-119.94589,,Lahontan,0.99032
634S12206,Edgewood Creek,,2012,1,Douglas,38.97023,-119.89871,,Lahontan,0.751184
634S12207,Dollar Creek,,2012,1,Placer,39.19896,-120.09862,,Lahontan,1.07171
634S12208,Deer Creek,,2012,1,Washoe,39.24845,-119.94033,,Lahontan,0.8093
634S12215,Homewood Canyon Creek,,2012,1,Placer,39.07736,-120.16434,,Lahontan,0.995134
634S12223,Marlette Creek ,,2012,1,Washoe,39.16533,-119.9325,,Lahontan,1.10433
634S12224,Incline Creek,,2012,1,Washoe,39.24005,-119.9447,,Lahontan,1.07822
634S12224,Incline Creek,,2016,1,Washoe,39.24005,-119.9447,,Lahontan,0.929160037
634S12224,Incline Creek,,2020,1,Washoe,39.240894,-119.944669,,Lahontan,1.10078869
634S13193,Big Meadow Creek tributary,,2013,1,El Dorado,38.77183,-119.98013,,Lahontan,0.942881
634S13209,Stevens Creek,,2013,1,El Dorado,38.75184,-119.99198,,Lahontan,1.01052
634S13217,Angora Creek,,2013,1,El Dorado,38.87496,-120.04397,,Lahontan,0.996517
634S13218,Trout Creek tributary,,2013,1,El Dorado,38.8956,-119.96258,,Lahontan,1.05989
634S13221,Trout Creek tributary,,2013,1,El Dorado,38.89316,-119.9492,,Lahontan,0.949726
634S13229,Grass Lake Creek tributary,,2013,1,El Dorado,38.79507,-119.99679,,Lahontan,1.06556
634S13231,General Creek ,,2013,1,El Dorado,39.02523,-120.18341,,Lahontan,0.779384
634S13232,First Creek,,2013,1,Washoe,39.25261,-119.98734,,Lahontan,1.10899
634S13233,Osgood Creek,,2013,1,El Dorado,38.85509,-120.03317,,Lahontan,1.12038
634S13236,Deer Creek tributary,,2013,1,Washoe,39.26309,-119.94011,,Lahontan,0.983626
634S13237,Hidden Valley Creek,,2013,1,El Dorado,38.8724,-119.95827,,Lahontan,1.19831
634S13239,North Canyon Creek,,2013,1,Douglas,39.1234,-119.9128,,Lahontan,0.778896
634S13242,Upper Truckee River,,2013,1,El Dorado,38.90426,-119.99088,,Lahontan,0.692963
634S13242,upper Truckee River,,2017,1,El Dorado,38.90418,-119.99709,,Lahontan,0.735088881
634S13248,Incline Creek tributary,,2013,1,Washoe,39.26123,-119.92389,,Lahontan,0.663174
634S13260,Incline Creek,,2013,1,Washoe,39.25004,-119.92793,,Lahontan,0.75813
634S13268,Deer Creek,,2013,1,Washoe,39.25389,-119.93978,,Lahontan,0.702055
634S14235,Ward Creek,,2014,1,Placer,39.13218,-120.15714,,Lahontan,0.57922
634S14243,Blackwood Creek,,2014,1,Placer,39.10352,-120.20239,,Lahontan,0.364936
634S14245,Glen Alpine Creek,,2014,1,El Dorado,38.87994,-120.07134,,Lahontan,0.755553
634S14247,McKinney Creek,,2014,1,Placer,39.04549,-120.16944,,Lahontan,0.703077
634S14251,Blackwood Creek,,2014,1,Placer,39.10898,-120.18794,,Lahontan,1.02798
634S14251,Blackwood Creek,,2018,1,Placer,39.10932281,-120.1886542,,Lahontan,1.191971714
634S14253,Saxon Creek ,,2014,1,El Dorado,38.82095,-119.96748,,Lahontan,1.11963
634S14257,Upper Truckee River,,2014,1,El Dorado,38.87143,-120.01289,,Lahontan,0.847382
634S14257,Upper Truckee River,,2018,1,El Dorado,38.871387,-120.012858,,Lahontan,1.027766107
634S14259,Ward Creek,,2014,1,Placer,39.13591,-120.22078,,Lahontan,1.00103
634S14261,Upper Truckee River,,2014,1,El Dorado,38.82445,-120.02075,,Lahontan,1.03496
634S14263,McKinney Creek,,2014,1,Placer,39.06355,-120.14936,,Lahontan,0.995848
634S14276,Glenbrook Creek,,2014,1,Douglas,39.08719,-119.9332,,Lahontan,0.784596
634S14280,Incline Creek,,2014,1,Washoe,39.29561,-119.92585,,Lahontan,0.399255
634S14292,Wood Creek,,2014,1,Washoe,39.26245,-119.95852,,Lahontan,1.01524
634S14296,Rosewood Creek,,2014,1,Washoe,39.25066,-119.94755,,Lahontan,0.75448
634S14300,Logan House Creek ,,2014,1,Douglas,39.06681,-119.93939,,Lahontan,0.960707
634S14306,Burke Creek,,2014,1,Douglas,38.97867,-119.92274,,Lahontan,0.827442
634S15264,Griff Creek,,2015,1,Placer,39.27279,-120.01994,,Lahontan,0.818419275
634S15266,Trout Creek,,2015,1,El Dorado,38.90664,-119.97031,,Lahontan,0.813468493
634S15270,Snow Lake tributary,,2015,1,El Dorado,38.91607,-120.11655,,Lahontan,0.991762707
634S15273,Upper Truckee River,,2015,1,El Dorado,38.78536,-120.02452,,Lahontan,1.162629279
634S15274,Upper Truckee River,,2015,1,El Dorado,38.91245,-119.98958,,Lahontan,0.426473142
634S15277,Upper Truckee River,,2015,1,El Dorado,38.81105,-120.01798,,Lahontan,0.838288456
634S15279,Meeks Creek,,2015,1,El Dorado,39.01725,-120.15583,,Lahontan,0.854675737
634S15286,Rubicon Creek tributary,,2015,1,El Dorado,38.996777,-120.109598,,Lahontan,0.645377981
634S15290,Trout Creek,,2015,1,El Dorado,38.91637,-119.97383,,Lahontan,0.716656986
634S15298,Upper Truckee River,,2015,1,El Dorado,38.92298,-119.99175,,Lahontan,0.544905244
634S15308,Third Creek,,2015,1,Washoe,39.27303,-119.94836,,Lahontan,1.083425578
634S15316,Third Creek,,2015,1,Washoe,39.24261,-119.9449,,Lahontan,1.035624255
634S15320,Second Creek,,2015,1,Washoe,39.24884,-119.97714,,Lahontan,1.065489589
634S15324,Third Creek,,2015,1,Washoe,39.26281,-119.9446,,Lahontan,0.931654324
634S15340,Deer Creek,,2015,1,Washoe,39.25063,-119.94049,,Lahontan,0.913196491
634S15348,Wood Creek,,2015,1,Washoe,39.25877,-119.95577,,Lahontan,1.014969604
634S16265,Angora Creek,,2016,1,El Dorado,38.86821,-120.04771,,Lahontan,0.484554723
634S16291,Burton Creek,,2016,1,Placer,39.1953,-120.13499,,Lahontan,0.457767759
634S16293,Trout Creek,,2016,1,El Dorado,38.85701,-119.94426,,Lahontan,1.007003698
634S16297,Big Meadow Creek,,2016,1,El Dorado,38.76975,-119.99722,,Lahontan,1.231550488
634S16302,Cold Creek,,2016,1,El Dorado,38.89853,-119.94702,,Lahontan,1.194430174
634S16303,Ward Creek,,2016,1,Placer,39.13612,-120.16581,,Lahontan,1.225394728
634S16307,Lonely Gulch Creek,,2016,1,El Dorado,39.00214,-120.13292,,Lahontan,1.088363129
634S16309,Stevens Creek,,2016,1,El Dorado,38.75755,-119.99419,,Lahontan,1.008870236
634S16310,Cold Creek tributary,,2016,1,El Dorado,38.88995,-119.89997,,Lahontan,1.194095341
634S16311,Watson Creek,,2016,1,Placer,39.22737,-120.1369,,Lahontan,0.337450275
634S16313,Hidden Valley Creek,,2016,1,El Dorado,38.87266,-119.93102,,Lahontan,0.62690375
634S16317,Big Meadow Creek,,2016,1,El Dorado,38.79626,-120.01327,,Lahontan,0.737962752
634S16318,Cold Creek tributary,,2016,1,El Dorado,38.89776,-119.89728,,Lahontan,1.215769124
634S16351,Slaughterhouse Creek,,2016,1,Douglas,39.1158,-119.92709,,Lahontan,1.096591332
634S16358,Edgewood Creek,,2016,1,Douglas,38.96502,-119.92136,,Lahontan,1.041344213
634S16360,Wood Creek,,2016,1,Washoe,39.28048,-119.96653,,Lahontan,1.034629284
634S16362,Burke Creek,,2016,1,Douglas,38.9722,-119.93787,,Lahontan,0.502871542
634S16364,Third Creek,,2016,1,Washoe,39.28559,-119.93729,,Lahontan,0.634351655
634S16368,North Zephyr Creek,,2016,1,Douglas,39.01561,-119.94231,,Lahontan,0.861348201
634S16380,Incline Creek,,2016,1,Washoe,39.24657,-119.93813,,Lahontan,1.029109543
634S17322,Trout Creek,,2017,1,El Dorado,38.93065,-119.9774,,Lahontan,0.806625094
634S17323,Blackwood Creek,,2017,1,Placer,39.10868,-120.16626,,Lahontan,0.979796107
634S17325,Upper Truckee River,,2017,1,El Dorado,38.73396,-120.01817,,Lahontan,0.633513515
634S17329,Saxon Creek,,2017,1,El Dorado,38.82569,-119.97366,,Lahontan,1.232238938
634S17334,Grass Lake Creek tributary,,2017,1,El Dorado,38.79676,-119.96985,,Lahontan,0.645534561
634S17335,Glen Alpine Creek,,2017,1,El Dorado,38.87505,-120.11691,,Lahontan,0.928116291
634S17337,Trout Creek tributary,,2017,1,El Dorado,38.85027,-119.92915,,Lahontan,1.105817254
634S17341,upper Truckee River,,2017,1,El Dorado,38.82042,-120.01916,,Lahontan,1.171249783
634S17342,Tallac Creek tributary,,2017,1,El Dorado,38.92114,-120.07797,,Lahontan,0.740376837
634S17343,Homewood Canyon Creek,,2017,1,El Dorado,39.07961,-120.15804,,Lahontan,1.094644335
634S17344,Griff Creek,,2017,1,Placer,39.24439,-120.02933,,Lahontan,0.844113123
634S17345,Angora Creek,,2017,1,El Dorado,38.88079,-120.03299,,Lahontan,0.940336573
634S17346,cold Creek,,2017,1,El Dorado,38.903,-119.95706,,Lahontan,0.93955725
634S17384,Second Creek,,2017,1,Washoe,39.27113,-119.97856,,Lahontan,0.92003698
634S17387,secret Harbor creek tributary,,2017,1,Douglas,39.14246,-119.91824,,Lahontan,0.954991439
634S17390,Edgewood Creek,,2017,1,Douglas,38.96626,-119.93802,,Lahontan,0.805849179
634S17392,Incline Creek tributary,,2017,1,Washoe,39.27781,-119.92039,,Lahontan,0.928621167
634S17400,Logan House Creek,,2017,1,Douglas,39.05564,-119.91149,,Lahontan,0.701243103
634S17408,Third Creek,,2017,1,Washoe,39.27041,-119.9482,,Lahontan,0.830895524
634S17416,Third Creek,,2017,1,Washoe,39.26032,-119.94322,,Lahontan,0.842817681
634S18347,Burton Creek,,2018,1,Placer,39.19347,-120.13159,,Lahontan,1.022458468
634S18353,Echo Creek,,2018,1,El Dorado,38.844472,-120.085286,,Lahontan,0.869890622
634S18355,Madden Creek,,2018,1,Placer,39.08285,-120.18689,,Lahontan,1.143214776
634S18357,Glen Alpine Creek,,2018,1,El Dorado,38.8786038,-120.0761676,,Lahontan,1.003250438
634S18359,General Creek,,2018,1,El Dorado,39.044152,-120.1443088,,Lahontan,1.169662808
634S18363,General Creek,,2018,1,El Dorado,39.05187,-120.12574,,Lahontan,1.06487853
634S18369,Upper Truckee River,,2018,1,El Dorado,38.80656,-120.01621,,Lahontan,0.928494857
634S18370,Tallac Creek tributary,,2018,1,El Dorado,38.92822,-120.0865,,Lahontan,1.210287028
634S18372,Griff Creek tributary,,2018,1,Placer,39.24875719,-120.0231898,,Lahontan,1.115311876
634S18373,Saxon Creek,,2018,1,El Dorado,38.86930997,-119.9818072,,Lahontan,0.647836378
634S18374,General Creek,,2018,1,El Dorado,39.00350547,-119.1894968,,Lahontan,0.962975951
634S18377,Upper Truckee River,,2018,1,El Dorado,38.885592,-119.994447,,Lahontan,1.120974359
634S18379,Ward Creek,,2018,1,Placer,39.1413312,-120.195805,,Lahontan,0.937310214
634S18420,Third Creek tributary,,2018,1,Washoe,39.3132217,-119.931273,,Lahontan,0.897014426
634S18424,Slaughterhouse Creek,,2018,1,Douglas,39.1185308,-119.9311165,,Lahontan,1.03567648
634S18428,North Logan House Creek,,2018,1,Douglas,39.0697624,-119.9362111,,Lahontan,0.914181969
634S18444,North Zephyr Creek tributary,,2018,1,Douglas,39.02360073,-119.9360101,,Lahontan,1.059360056
634S18447,Third Creek,,2018,1,Washoe,39.256458,-119.94207,,Lahontan,0.905805476
634S18449,Burke Creek,,2018,1,Douglas,38.9787648,-119.923526,,Lahontan,1.053356348
634S18459,First Creek,,2018,1,Washoe,39.2672821,-119.987265,,Lahontan,1.053356348
634S19217,Angora Creek,,2019,,El Dorado,38.88045172,-120.0411085,,Lahontan,0.800160517
